Chunk Title,Text,Start Offset,End Offset
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,doing when we're doing it and if we get,52.86,57.809
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,comfortable with that then we're going,55.11,61.98
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,to be less shocked by the awful results,57.809,65.939
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,yeah you know so I here's all I'll say,61.98,68.57
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,you want to talk about validation and,65.939,71.52
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,mentors and and people who have been,68.57,74.46
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,with me at critical times I mentioned,71.52,77.88
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,some male directors all of them together,74.46,81.479
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,could not hold the candle to the power,77.88,84.42
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,of partnership when you find somebody,81.479,87.27
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,who without meaning to you just kind of,84.42,90.06
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,get each other and then you kind of you,87.27,92.82
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,cash you cash in all your chips and you,90.06,95.49000000000001
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,say we're going to do this difficult,92.82,97.5
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,thing which is called relationship,95.49,99.08999999999999
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,building and being in the same industry,97.5,101.82
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,and all that stuff but it's this thing,99.09,104.46000000000001
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,of it's the greatest mystery in life you,101.82,106.19999999999999
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,know and I've had previous,104.46,108.44999999999999
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,administrations and between the two of,106.2,110.72
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,us there's been this creative engine of,108.45,113.85000000000001
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,dialog and discussion and for me just,110.72,116.31
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,self-betterment because she's the only,113.85,119.759
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,person in my entire life and career who,116.31,123.479
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,I can nail it on a take and I look over,119.759,126.95
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,at the modern she's there just like,123.479,126.95
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,you had whatever you know it's not that,127.39,135.4
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,she doesn't give me validation it's that,132.58,137.77
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,she does not do what everyone else has,135.4,140.59
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,always done which just thought I need to,137.77,142.3
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,be taken care of I need to be validated,140.59,145.78
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,I need to be compensated for and into,142.3,147.55
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,this and that she just she doesn't treat,145.78,148.42
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,you like a child,147.55,153.04000000000002
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,correct and acting like one I just get,148.42,158.17
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,the sense that you when you found her,153.04,162.54999999999998
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,you found something that that for the,158.17,165.1
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,first time was worth more than all of,162.55,166.78
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,you in the early in this conversation,165.1,171.1
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,you described how sexy it was to go to,166.78,174.04
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,the dark side oh yeah and I think she,171.1,176.82999999999998
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,was probably if I'm I'm projecting but,174.04,179.85999999999999
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,I'm asking you if this true sexy also,176.83,182.38000000000002
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,very sexy but the first person that,179.86,184.48000000000002
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,could overwhelm that sexy darkness and,182.38,186.97
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,yeah like is it valid to say that she,184.48,190.32999999999998
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,kind of saved your life in some ways,186.97,192.73
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,well here's the great thing really any,190.33,195.13000000000002
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,great partner holds their space and lets,192.73,198.39999999999998
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,you fish yourself out of the chasm with,195.13,201.82
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,a kind of benevolent neglect which is,198.4,206.29
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,saying I can't do this work for you,201.82,208.75
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,because it doesn't work if I take credit,206.29,211.239
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,for it now you might be right,208.75,213.37
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,I might I might have been dead as a,211.239,215.29
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,doornail in Ojai if I hadn't met her who,213.37,218.019
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,knows but again what's really cool to me,215.29,220.66
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,and I strive to be this and my work and,218.019,222.79
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,my my personal life I try to be this as,220.66,225.91
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,a dad without being rigid I try to just,222.79,229.92999999999998
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,hold my space so that it's something,225.91,232.12
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,that is consistent enough for someone,229.93,235.87
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,else to rely on and have a deep abiding,232.12,240.67000000000002
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,trust in if I'm completely trustworthy,235.87,244.15
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,if my word is bond and if I suit up and,240.67,246.22
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,show up no matter what and you can count,244.15,248.35
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,on me that gives the other so much,246.22,250.329
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,freedom because they're not having to,248.35,253.39
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,entangle with my inconsistency or my,250.329,257.14
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,neuroses or my need you know here's what,253.39,258.849
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,I'll say this is this is it this is,257.14,259.39
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,definitive,258.849,260.739
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,if anything,259.39,264.4
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,movie saved my life because she saw me,260.739,268.84
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,in weird science and at the time I had a,264.4,270.52
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,space between my teeth and she had a,268.84,272.44
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,space between her teeth we're on it both,270.52,273.58
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,getting him filled in because that's,272.44,275.53
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,just what you did in the late 80s and,273.58,277.50899999999996
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,but she looked at me in weird science,275.53,279.099
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,her first thought of me was like oh my,277.509,281.56
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,god he's like me he has a space between,279.099,283.77
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,his teeth it's okay that I have a space,281.56,287.259
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,really yes when she was what 13 or,283.77,292.19899999999996
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,something yes which is even the greatest,287.259,292.199
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,hey folks thanks for watching if you,292.409,297.099
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,like what you just saw then why not,295.33,299.74
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,subscribe click right here for lots more,297.099,302.65
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,off camera and if you want to see the,299.74,304.539
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,hour-long version of these conversations,302.65,306.38899999999995
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,I'm going to give you the secret link,304.539,307.81
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,here it is,306.389,311.62
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,off camera comm check it out,307.81,315.009
Robert Downey Jr Finds More than Validation from His Wife Susan Downey,[Music],311.62,315.009
